Timestamp,IP Address,Minimum Memory Used,weekday
2023-01-23 05:00:00,10.16.11.78,15.85,Monday
2023-01-23 05:00:00,10.16.11.79,14.74,Monday
2023-01-23 05:00:00,10.16.11.80,15.06,Monday
2023-01-23 05:00:00,10.16.11.83,14.62,Monday
2023-01-23 05:00:00,10.16.11.84,14.46,Monday
2023-01-23 06:00:00,10.16.11.252,14.65,Monday
2023-01-23 06:00:00,10.16.11.101,14.21,Monday
2023-01-23 06:00:00,10.16.11.22,13.22,Monday
2023-01-23 06:00:00,10.16.11.75,15.28,Monday
2023-01-23 06:00:00,10.16.11.77,14.72,Monday
2023-01-23 06:00:00,10.16.11.78,15.91,Monday
2023-01-23 06:00:00,10.16.11.79,14.8,Monday
2023-01-23 06:00:00,10.16.11.80,14.7,Monday
2023-01-23 06:00:00,10.16.11.83,14.66,Monday
2023-01-23 06:00:00,10.16.11.84,14.39,Monday
2023-01-23 07:00:00,10.16.11.252,14.75,Monday
2023-01-23 07:00:00,10.16.11.101,14.52,Monday
2023-01-23 07:00:00,10.16.11.22,14.06,Monday
2023-01-23 07:00:00,10.16.11.75,15.22,Monday
2023-01-23 07:00:00,10.16.11.77,15.06,Monday
2023-01-23 07:00:00,10.16.11.78,15.8,Monday
2023-01-23 07:00:00,10.16.11.79,14.99,Monday
2023-01-23 07:00:00,10.16.11.80,14.83,Monday
2023-01-23 07:00:00,10.16.11.83,14.76,Monday
2023-01-23 07:00:00,10.16.11.84,14.63,Monday
2023-01-23 08:00:00,10.16.11.252,15.1,Monday
2023-01-23 08:00:00,10.16.11.101,14.45,Monday
2023-01-23 08:00:00,10.16.11.22,14.95,Monday
2023-01-23 08:00:00,10.16.11.75,15.5,Monday
2023-01-23 08:00:00,10.16.11.77,14.94,Monday
2023-01-23 08:00:00,10.16.11.78,15.83,Monday
2023-01-23 08:00:00,10.16.11.79,14.79,Monday
2023-01-23 08:00:00,10.16.11.80,14.98,Monday
2023-01-23 08:00:00,10.16.11.83,14.32,Monday
2023-01-23 08:00:00,10.16.11.84,14.22,Monday
2023-01-23 09:00:00,10.16.11.252,15.05,Monday
2023-01-23 09:00:00,10.16.11.101,14.52,Monday
2023-01-23 09:00:00,10.16.11.22,15.48,Monday
2023-01-23 09:00:00,10.16.11.75,15.18,Monday
2023-01-23 09:00:00,10.16.11.77,14.82,Monday
2023-01-23 09:00:00,10.16.11.78,15.97,Monday
2023-01-23 09:00:00,10.16.11.79,14.72,Monday
2023-01-23 09:00:00,10.16.11.80,14.82,Monday
2023-01-23 09:00:00,10.16.11.83,14.74,Monday
2023-01-23 09:00:00,10.16.11.84,14.23,Monday
2023-01-23 10:00:00,10.16.11.252,14.67,Monday
2023-01-23 10:00:00,10.16.11.101,14.5,Monday
2023-01-23 10:00:00,10.16.11.22,14.75,Monday
2023-01-23 10:00:00,10.16.11.75,15.37,Monday
2023-01-23 10:00:00,10.16.11.77,15,Monday
2023-01-23 10:00:00,10.16.11.78,15.59,Monday
2023-01-23 10:00:00,10.16.11.79,15.1,Monday
2023-01-23 10:00:00,10.16.11.80,14.99,Monday
2023-01-23 10:00:00,10.16.11.83,14.67,Monday
2023-01-23 10:00:00,10.16.11.84,14.62,Monday
2023-01-23 11:00:00,10.16.11.252,14.73,Monday
2023-01-23 11:00:00,10.16.11.101,14.48,Monday
2023-01-23 11:00:00,10.16.11.22,16.64,Monday
2023-01-23 11:00:00,10.16.11.75,15.47,Monday
2023-01-23 11:00:00,10.16.11.77,14.89,Monday
2023-01-23 11:00:00,10.16.11.78,16.1,Monday
2023-01-23 11:00:00,10.16.11.79,14.47,Monday
2023-01-23 11:00:00,10.16.11.80,14.9,Monday
2023-01-23 11:00:00,10.16.11.83,13.92,Monday
2023-01-23 11:00:00,10.16.11.84,14.69,Monday
2023-01-23 12:00:00,10.16.11.252,15.12,Monday
2023-01-23 12:00:00,10.16.11.101,14.57,Monday
2023-01-23 12:00:00,10.16.11.22,18.56,Monday
2023-01-23 12:00:00,10.16.11.75,15.38,Monday
2023-01-23 12:00:00,10.16.11.77,15.02,Monday
2023-01-23 12:00:00,10.16.11.78,15.95,Monday
2023-01-23 12:00:00,10.16.11.79,15.03,Monday
2023-01-23 12:00:00,10.16.11.80,15.19,Monday
2023-01-23 12:00:00,10.16.11.83,14.69,Monday
2023-01-23 12:00:00,10.16.11.84,14.72,Monday
2023-01-23 13:00:00,10.16.11.252,14.94,Monday
2023-01-23 13:00:00,10.16.11.101,14.54,Monday
2023-01-23 13:00:00,10.16.11.22,19.09,Monday
2023-01-23 13:00:00,10.16.11.75,15.49,Monday
2023-01-23 13:00:00,10.16.11.77,14.83,Monday
2023-01-23 13:00:00,10.16.11.78,16.01,Monday
2023-01-23 13:00:00,10.16.11.79,14.93,Monday
2023-01-23 13:00:00,10.16.11.80,14.98,Monday
2023-01-23 13:00:00,10.16.11.83,14.67,Monday
2023-01-23 13:00:00,10.16.11.84,14.52,Monday
2023-01-23 14:00:00,10.16.11.252,14.88,Monday
2023-01-23 14:00:00,10.16.11.101,14.5,Monday
2023-01-23 14:00:00,10.16.11.22,21.28,Monday
2023-01-23 14:00:00,10.16.11.75,15.13,Monday
2023-01-23 14:00:00,10.16.11.77,14.77,Monday
2023-01-23 14:00:00,10.16.11.78,15.59,Monday
2023-01-23 14:00:00,10.16.11.79,14.55,Monday
2023-01-23 14:00:00,10.16.11.80,15,Monday
2023-01-23 14:00:00,10.16.11.83,14.63,Monday
2023-01-23 14:00:00,10.16.11.84,15,Monday
2023-01-23 15:00:00,10.16.11.252,15.37,Monday
2023-01-23 15:00:00,10.16.11.101,14.61,Monday
2023-01-23 15:00:00,10.16.11.22,25.51,Monday
2023-01-23 15:00:00,10.16.11.75,15.18,Monday
2023-01-23 15:00:00,10.16.11.77,14.84,Monday
2023-01-23 15:00:00,10.16.11.78,16,Monday
2023-01-23 15:00:00,10.16.11.79,14.63,Monday
2023-01-23 15:00:00,10.16.11.80,14.97,Monday
2023-01-23 15:00:00,10.16.11.83,14.61,Monday
2023-01-23 15:00:00,10.16.11.84,14.56,Monday
2023-01-23 16:00:00,10.16.11.252,15.18,Monday
2023-01-23 16:00:00,10.16.11.101,14.6,Monday
2023-01-23 16:00:00,10.16.11.22,27.22,Monday
2023-01-23 16:00:00,10.16.11.75,15.44,Monday
2023-01-23 16:00:00,10.16.11.77,14.93,Monday
2023-01-23 16:00:00,10.16.11.78,15.9,Monday
2023-01-23 16:00:00,10.16.11.79,14.88,Monday
2023-01-23 16:00:00,10.16.11.80,14.89,Monday
2023-01-23 16:00:00,10.16.11.83,14.43,Monday
2023-01-23 16:00:00,10.16.11.84,15.15,Monday
2023-01-23 17:00:00,10.16.11.252,14.9,Monday
2023-01-23 17:00:00,10.16.11.101,14.62,Monday
2023-01-23 17:00:00,10.16.11.22,9.16,Monday
2023-01-23 17:00:00,10.16.11.75,15.51,Monday
2023-01-23 17:00:00,10.16.11.77,15.2,Monday
2023-01-23 17:00:00,10.16.11.78,15.93,Monday
2023-01-23 17:00:00,10.16.11.79,14.79,Monday
2023-01-23 17:00:00,10.16.11.80,15.22,Monday
2023-01-23 17:00:00,10.16.11.83,14.43,Monday
2023-01-23 17:00:00,10.16.11.84,14.48,Monday
2023-01-23 18:00:00,10.16.11.252,14.64,Monday
2023-01-23 18:00:00,10.16.11.101,14.52,Monday
2023-01-23 18:00:00,10.16.11.22,10.59,Monday
2023-01-23 18:00:00,10.16.11.75,15.44,Monday
2023-01-23 18:00:00,10.16.11.77,14.77,Monday
2023-01-23 18:00:00,10.16.11.78,15.86,Monday
2023-01-23 18:00:00,10.16.11.79,14.55,Monday
2023-01-23 18:00:00,10.16.11.80,14.84,Monday
2023-01-23 18:00:00,10.16.11.83,14.52,Monday
2023-01-23 18:00:00,10.16.11.84,14.77,Monday
2023-01-23 19:00:00,10.16.11.252,15.01,Monday
2023-01-23 19:00:00,10.16.11.101,14.24,Monday
2023-01-23 19:00:00,10.16.11.22,11.23,Monday
2023-01-23 19:00:00,10.16.11.75,15.41,Monday
2023-01-23 19:00:00,10.16.11.77,14.9,Monday
2023-01-23 19:00:00,10.16.11.78,15.9,Monday
2023-01-23 19:00:00,10.16.11.79,14.59,Monday
2023-01-23 19:00:00,10.16.11.80,14.91,Monday
2023-01-23 19:00:00,10.16.11.83,14.44,Monday
2023-01-23 19:00:00,10.16.11.84,14.38,Monday
2023-01-23 20:00:00,10.16.11.252,15.32,Monday
2023-01-23 20:00:00,10.16.11.101,14.61,Monday
2023-01-23 20:00:00,10.16.11.22,11.74,Monday
2023-01-23 20:00:00,10.16.11.75,15.41,Monday
2023-01-23 20:00:00,10.16.11.77,14.96,Monday
2023-01-23 20:00:00,10.16.11.78,15.45,Monday
2023-01-23 20:00:00,10.16.11.79,14.82,Monday
2023-01-23 20:00:00,10.16.11.80,15.15,Monday
2023-01-23 20:00:00,10.16.11.83,14.49,Monday
2023-01-23 20:00:00,10.16.11.84,14.17,Monday
2023-01-23 21:00:00,10.16.11.252,15.32,Monday
2023-01-23 21:00:00,10.16.11.101,14.45,Monday
2023-01-23 21:00:00,10.16.11.22,11.84,Monday
2023-01-23 21:00:00,10.16.11.75,15.26,Monday
2023-01-23 21:00:00,10.16.11.77,14.88,Monday
2023-01-23 21:00:00,10.16.11.78,15.83,Monday
2023-01-23 21:00:00,10.16.11.79,14.93,Monday
2023-01-23 21:00:00,10.16.11.80,15.16,Monday
2023-01-23 21:00:00,10.16.11.83,14.24,Monday
2023-01-23 21:00:00,10.16.11.84,14.81,Monday
2023-01-23 22:00:00,10.16.11.252,14.95,Monday
2023-01-23 22:00:00,10.16.11.101,14.47,Monday
2023-01-23 22:00:00,10.16.11.22,11.75,Monday
2023-01-23 22:00:00,10.16.11.75,15.32,Monday
2023-01-23 22:00:00,10.16.11.77,14.85,Monday
2023-01-23 22:00:00,10.16.11.78,15.71,Monday
2023-01-23 22:00:00,10.16.11.79,14.89,Monday
2023-01-23 22:00:00,10.16.11.80,15.01,Monday
2023-01-23 22:00:00,10.16.11.83,14.67,Monday
2023-01-23 22:00:00,10.16.11.84,14.52,Monday
2023-01-23 23:00:00,10.16.11.252,15.09,Monday
2023-01-23 23:00:00,10.16.11.101,14.54,Monday
2023-01-23 23:00:00,10.16.11.22,13.28,Monday
2023-01-23 23:00:00,10.16.11.75,15.16,Monday
2023-01-23 23:00:00,10.16.11.77,14.88,Monday
2023-01-23 23:00:00,10.16.11.78,15.79,Monday
2023-01-23 23:00:00,10.16.11.79,14.95,Monday
2023-01-23 23:00:00,10.16.11.80,14.88,Monday
2023-01-23 23:00:00,10.16.11.83,14.69,Monday
2023-01-23 23:00:00,10.16.11.84,14.59,Monday
2023-01-24 00:00:00,10.16.11.252,15.32,Tuesday
2023-01-24 00:00:00,10.16.11.101,14.73,Tuesday
2023-01-24 00:00:00,10.16.11.22,14.71,Tuesday
2023-01-24 00:00:00,10.16.11.75,15.68,Tuesday
2023-01-24 00:00:00,10.16.11.77,14.98,Tuesday
2023-01-24 00:00:00,10.16.11.78,15.85,Tuesday
2023-01-24 00:00:00,10.16.11.79,14.78,Tuesday
2023-01-24 00:00:00,10.16.11.80,14.79,Tuesday
2023-01-24 00:00:00,10.16.11.83,15.01,Tuesday
2023-01-24 00:00:00,10.16.11.84,14.57,Tuesday
2023-01-24 01:00:00,10.16.11.252,14.84,Tuesday
2023-01-24 01:00:00,10.16.11.101,14.78,Tuesday
2023-01-24 01:00:00,10.16.11.22,16.34,Tuesday
2023-01-24 01:00:00,10.16.11.75,15.66,Tuesday
2023-01-24 01:00:00,10.16.11.77,14.88,Tuesday
2023-01-24 01:00:00,10.16.11.78,16.03,Tuesday
2023-01-24 01:00:00,10.16.11.79,14.89,Tuesday
2023-01-24 01:00:00,10.16.11.80,14.98,Tuesday
2023-01-24 01:00:00,10.16.11.83,15.01,Tuesday
2023-01-24 01:00:00,10.16.11.84,14.57,Tuesday
2023-01-24 02:00:00,10.16.11.252,14.75,Tuesday
2023-01-24 02:00:00,10.16.11.101,14.89,Tuesday
2023-01-24 02:00:00,10.16.11.22,17.26,Tuesday
2023-01-24 02:00:00,10.16.11.75,15.34,Tuesday
2023-01-24 02:00:00,10.16.11.77,14.9,Tuesday
2023-01-24 02:00:00,10.16.11.78,15.63,Tuesday
2023-01-24 02:00:00,10.16.11.79,14.78,Tuesday
2023-01-24 02:00:00,10.16.11.80,14.8,Tuesday
2023-01-24 02:00:00,10.16.11.83,14.8,Tuesday
2023-01-24 02:00:00,10.16.11.84,14.29,Tuesday
2023-01-24 03:00:00,10.16.11.252,14.85,Tuesday
2023-01-24 03:00:00,10.16.11.101,14.58,Tuesday
2023-01-24 03:00:00,10.16.11.22,18.09,Tuesday
2023-01-24 03:00:00,10.16.11.75,15.03,Tuesday
2023-01-24 03:00:00,10.16.11.77,15.04,Tuesday
2023-01-24 03:00:00,10.16.11.78,15.89,Tuesday
2023-01-24 03:00:00,10.16.11.79,14.72,Tuesday
2023-01-24 03:00:00,10.16.11.80,14.38,Tuesday
2023-01-24 03:00:00,10.16.11.83,15.08,Tuesday
2023-01-24 03:00:00,10.16.11.84,14.71,Tuesday
2023-01-24 04:00:00,10.16.11.252,15.28,Tuesday
2023-01-24 04:00:00,10.16.11.101,14.76,Tuesday
2023-01-24 04:00:00,10.16.11.22,19.23,Tuesday
2023-01-24 04:00:00,10.16.11.75,15.62,Tuesday
2023-01-24 04:00:00,10.16.11.77,14.93,Tuesday
2023-01-24 04:00:00,10.16.11.78,16.1,Tuesday
2023-01-24 04:00:00,10.16.11.79,15.51,Tuesday
2023-01-24 04:00:00,10.16.11.80,14.64,Tuesday
2023-01-24 04:00:00,10.16.11.83,15.65,Tuesday
2023-01-24 04:00:00,10.16.11.84,15.29,Tuesday
2023-01-24 05:00:00,10.16.11.252,15.02,Tuesday
2023-01-24 05:00:00,10.16.11.101,14.62,Tuesday
2023-01-24 05:00:00,10.16.11.22,18.72,Tuesday
2023-01-24 05:00:00,10.16.11.75,15.63,Tuesday
2023-01-24 05:00:00,10.16.11.77,14.86,Tuesday
2023-01-24 05:00:00,10.16.11.78,15.76,Tuesday
2023-01-24 05:00:00,10.16.11.79,15.09,Tuesday
2023-01-24 05:00:00,10.16.11.80,15.12,Tuesday
2023-01-24 05:00:00,10.16.11.83,14.84,Tuesday
2023-01-24 05:00:00,10.16.11.84,14.87,Tuesday
2023-01-24 06:00:00,10.16.11.252,15.18,Tuesday
2023-01-24 06:00:00,10.16.11.101,14.49,Tuesday
2023-01-24 06:00:00,10.16.11.22,19.13,Tuesday
2023-01-24 06:00:00,10.16.11.75,15.31,Tuesday
2023-01-24 06:00:00,10.16.11.77,15.05,Tuesday
2023-01-24 06:00:00,10.16.11.78,16.22,Tuesday
2023-01-24 06:00:00,10.16.11.79,14.97,Tuesday
2023-01-24 06:00:00,10.16.11.80,14.71,Tuesday
2023-01-24 06:00:00,10.16.11.83,14.41,Tuesday
2023-01-24 06:00:00,10.16.11.84,14.32,Tuesday
2023-01-24 07:00:00,10.16.11.252,14.76,Tuesday
2023-01-24 07:00:00,10.16.11.101,14.62,Tuesday
2023-01-24 07:00:00,10.16.11.22,11.89,Tuesday
2023-01-24 07:00:00,10.16.11.75,15.34,Tuesday
2023-01-24 07:00:00,10.16.11.77,14.87,Tuesday
2023-01-24 07:00:00,10.16.11.78,15.97,Tuesday
2023-01-24 07:00:00,10.16.11.79,14.85,Tuesday
2023-01-24 07:00:00,10.16.11.80,14.79,Tuesday
2023-01-24 07:00:00,10.16.11.83,14.6,Tuesday
2023-01-24 07:00:00,10.16.11.84,14.89,Tuesday
2023-01-24 08:00:00,10.16.11.252,14.9,Tuesday
2023-01-24 08:00:00,10.16.11.101,14.52,Tuesday
2023-01-24 08:00:00,10.16.11.22,12.36,Tuesday
2023-01-24 08:00:00,10.16.11.75,15.25,Tuesday
2023-01-24 08:00:00,10.16.11.77,14.93,Tuesday
2023-01-24 08:00:00,10.16.11.78,15.93,Tuesday
2023-01-24 08:00:00,10.16.11.79,14.66,Tuesday
2023-01-24 08:00:00,10.16.11.80,14.97,Tuesday
2023-01-24 08:00:00,10.16.11.83,14.78,Tuesday
2023-01-24 08:00:00,10.16.11.84,14.96,Tuesday
2023-01-24 09:00:00,10.16.11.252,14.87,Tuesday
2023-01-24 09:00:00,10.16.11.101,14.46,Tuesday
2023-01-24 09:00:00,10.16.11.22,13.25,Tuesday
2023-01-24 09:00:00,10.16.11.75,15.03,Tuesday
2023-01-24 09:00:00,10.16.11.77,15,Tuesday
2023-01-24 09:00:00,10.16.11.78,15.95,Tuesday
2023-01-24 09:00:00,10.16.11.79,14.84,Tuesday
2023-01-24 09:00:00,10.16.11.80,14.77,Tuesday
2023-01-24 09:00:00,10.16.11.83,14.62,Tuesday
2023-01-24 09:00:00,10.16.11.84,14.72,Tuesday
2023-01-24 10:00:00,10.16.11.252,15.36,Tuesday
2023-01-24 10:00:00,10.16.11.101,14.53,Tuesday
2023-01-24 10:00:00,10.16.11.22,14.04,Tuesday
2023-01-24 10:00:00,10.16.11.75,15.35,Tuesday
2023-01-24 10:00:00,10.16.11.77,15,Tuesday
2023-01-24 10:00:00,10.16.11.78,16.36,Tuesday
2023-01-24 10:00:00,10.16.11.79,14.83,Tuesday
2023-01-24 10:00:00,10.16.11.80,14.58,Tuesday
2023-01-24 10:00:00,10.16.11.83,14.6,Tuesday
2023-01-24 10:00:00,10.16.11.84,14.85,Tuesday
2023-01-24 11:00:00,10.16.11.252,15.3,Tuesday
2023-01-24 11:00:00,10.16.11.101,14.5,Tuesday
2023-01-24 11:00:00,10.16.11.22,15.5,Tuesday
2023-01-24 11:00:00,10.16.11.75,15.27,Tuesday
2023-01-24 11:00:00,10.16.11.77,14.58,Tuesday
2023-01-24 11:00:00,10.16.11.78,16.23,Tuesday
2023-01-24 11:00:00,10.16.11.79,14.75,Tuesday
2023-01-24 11:00:00,10.16.11.80,15.1,Tuesday
2023-01-24 11:00:00,10.16.11.83,14.72,Tuesday
2023-01-24 11:00:00,10.16.11.84,14.86,Tuesday
2023-01-24 12:00:00,10.16.11.252,15.42,Tuesday
2023-01-24 12:00:00,10.16.11.101,14.58,Tuesday
2023-01-24 12:00:00,10.16.11.22,17.75,Tuesday
2023-01-24 12:00:00,10.16.11.75,15.21,Tuesday
2023-01-24 12:00:00,10.16.11.77,15.04,Tuesday
2023-01-24 12:00:00,10.16.11.78,16.38,Tuesday
2023-01-24 12:00:00,10.16.11.79,14.73,Tuesday
2023-01-24 12:00:00,10.16.11.80,14.72,Tuesday
2023-01-24 12:00:00,10.16.11.83,14.8,Tuesday
2023-01-24 12:00:00,10.16.11.84,14.63,Tuesday
2023-01-24 13:00:00,10.16.11.252,15.38,Tuesday
2023-01-24 13:00:00,10.16.11.101,14.52,Tuesday
2023-01-24 13:00:00,10.16.11.22,18.8,Tuesday
2023-01-24 13:00:00,10.16.11.75,15.33,Tuesday
2023-01-24 13:00:00,10.16.11.77,15.04,Tuesday
2023-01-24 13:00:00,10.16.11.78,16.23,Tuesday
2023-01-24 13:00:00,10.16.11.79,14.96,Tuesday
2023-01-24 13:00:00,10.16.11.80,14.93,Tuesday
2023-01-24 13:00:00,10.16.11.83,14.9,Tuesday
2023-01-24 13:00:00,10.16.11.84,15.18,Tuesday
2023-01-24 14:00:00,10.16.11.252,15.44,Tuesday
2023-01-24 14:00:00,10.16.11.101,14.52,Tuesday
2023-01-24 14:00:00,10.16.11.22,23.43,Tuesday
2023-01-24 14:00:00,10.16.11.75,15.22,Tuesday
2023-01-24 14:00:00,10.16.11.77,15.06,Tuesday
2023-01-24 14:00:00,10.16.11.78,16.35,Tuesday
2023-01-24 14:00:00,10.16.11.79,14.53,Tuesday
2023-01-24 14:00:00,10.16.11.80,14.93,Tuesday
2023-01-24 14:00:00,10.16.11.83,14.98,Tuesday
2023-01-24 14:00:00,10.16.11.84,15.39,Tuesday
2023-01-24 15:00:00,10.16.11.252,14.97,Tuesday
2023-01-24 15:00:00,10.16.11.101,14.52,Tuesday
2023-01-24 15:00:00,10.16.11.22,22.38,Tuesday
2023-01-24 15:00:00,10.16.11.75,15.19,Tuesday
2023-01-24 15:00:00,10.16.11.77,15.09,Tuesday
2023-01-24 15:00:00,10.16.11.78,16.38,Tuesday
2023-01-24 15:00:00,10.16.11.79,14.83,Tuesday
2023-01-24 15:00:00,10.16.11.80,15.18,Tuesday
2023-01-24 15:00:00,10.16.11.83,15.11,Tuesday
2023-01-24 15:00:00,10.16.11.84,14.97,Tuesday
2023-01-24 16:00:00,10.16.11.252,15.12,Tuesday
2023-01-24 16:00:00,10.16.11.101,14.66,Tuesday
2023-01-24 16:00:00,10.16.11.22,23.94,Tuesday
2023-01-24 16:00:00,10.16.11.75,15.58,Tuesday
2023-01-24 16:00:00,10.16.11.77,15.16,Tuesday
2023-01-24 16:00:00,10.16.11.78,16.18,Tuesday
2023-01-24 16:00:00,10.16.11.79,14.81,Tuesday
2023-01-24 16:00:00,10.16.11.80,14.83,Tuesday
2023-01-24 16:00:00,10.16.11.83,14.89,Tuesday
2023-01-24 16:00:00,10.16.11.84,15.27,Tuesday
2023-01-24 17:00:00,10.16.11.252,15.04,Tuesday
2023-01-24 17:00:00,10.16.11.101,14.66,Tuesday
2023-01-24 17:00:00,10.16.11.22,27.04,Tuesday
2023-01-24 17:00:00,10.16.11.75,15.45,Tuesday
2023-01-24 17:00:00,10.16.11.77,15.03,Tuesday
2023-01-24 17:00:00,10.16.11.78,15.98,Tuesday
2023-01-24 17:00:00,10.16.11.79,14.76,Tuesday
2023-01-24 17:00:00,10.16.11.80,15.22,Tuesday
2023-01-24 17:00:00,10.16.11.83,14.85,Tuesday
2023-01-24 17:00:00,10.16.11.84,15.79,Tuesday
2023-01-24 18:00:00,10.16.11.252,15.19,Tuesday
2023-01-24 18:00:00,10.16.11.101,14.46,Tuesday
2023-01-24 18:00:00,10.16.11.22,27.19,Tuesday
2023-01-24 18:00:00,10.16.11.75,15.59,Tuesday
2023-01-24 18:00:00,10.16.11.77,15.11,Tuesday
2023-01-24 18:00:00,10.16.11.78,16.27,Tuesday
2023-01-24 18:00:00,10.16.11.79,14.41,Tuesday
